page_title,text_content
MST : Modélisation Mathématique et Science de Données – FST,"OBJECTIFS
PROGRAMME
COMPETENCES VISEES ET DEBOUCHES
COORDINATEUR
Le Master Modélisation Mathématique et Science de Données (MMSD) de l'Université Abdelmalek Essaadi a pour vocation d'offrir des parcours qui trouvent leurs bases dans une approche pluridisciplinaire. Au département de mathématiques on propose aux étudiants d’acquérir une double compétence en Modélisation Mathématiques et en Science de Données s’appuyant sur la maîtrise de l'informatique scientifique notamment pour le calcul haute Performance, la Statistique et la Science de Données. Cela peut inclure des compétences en programmation, en visualisation de données et en utilisation de bibliothèques de modélisation.
Pour une approche pluridisciplinaire des problèmes liés aux applications, la Modélisation Mathématique et la Science de Données ne peuvent que former des étudiants pour la recherche et les activités professionnelles de haut niveau avec des compétences nécessaires pour mener un travail de recherche et/ou de développement en misant sur : l’autonomie dans l’analyse d’un problème complexe et la proposition d’approches (théoriques, numériques et/ou expérimentales) appropriées ; la maîtrise de l’outil informatique (notamment pour l’analyse de grandes quantités de données) et le calcul scientifique qui se pose à l’entreprise et une solution innovante et compétitive.
Capacité de communication : Les étudiants doivent être capables de présenter et de communiquer efficacement leurs résultats et leurs conclusions. Des compétences en visualisation des données et en présentation orale sont essentielles.
En plus une bonne formation en MMSD permettra de mieux optimiser les ressources humaines surtout au niveau des encadrants des PFEs (Master) et/ou des Doctorants.
Semestre 1
• Anglais Scientifique I & Soft Skils
• Programmation Avancée avec Python et R
• Analyse Numérique Matricielle Avancée
• Modélisation et calcul fractionnaire
• Equation différentielle stochastique (EDS)
• Analyse fonctionnelle et applications
Semestre 2
• Sécurité Informatique
• Analyse numérique des EDPs
• Séminaire / Initiation à la recherche
• IA et Machine Learning
• Statistiques des valeurs extrêmes
• Analyse asymptotique et modélisation
Semestre 3
• Analyses de données /BIG DATA
• Modèles Mixtes et applications sous R
• Semi Groupes et équation d'évolution
• Optimisation et contrôle Optimal
• Séries chronologiques et Méthodes de prévision
• Anglais Scientifique II & Soft Skils
Semestre 4
• Projet de fin d’étude
Donner une formation mathématique et statistique-informatique de haut niveau et vise à développer les compétences en communication et l'autonomie des étudiants.
Connaissance des outils pratiques de modélisation mathématiques et d’analyse des données pour la résolution de problèmes issus d'autres disciplines (physique, chimie, biologie, informatique, économie, etc.).
Compréhension et analyse de documents scientifiques et de grandes bases de données.
Conduite d'un projet d'une durée d’un semestre.
Rédaction de rapports et présentation d'exposés de nature mathématique.
Préparation à l'agrégation de mathématiques et concours des professeurs de second cycle.
Ingénieur en simulation numérique
Coordinnateur pédagogique
: Pr.EL HALIMI Rachid
:  r.elhalimi@uae.ac.ma"
MST : Sciences Agroalimentaires – FST,"OBJECTIFS
PROGRAMME
COMPETENCES VISEES ET DEBOUCHES
COORDINATEUR
L'objectif global de cette formation du Master est de former des ressources humaines dont le pays a besoin pour un développement optimal des sciences agroalimentaires.Parmi les objectifs spécifiques :
Fournir aux étudiants une formation scientifique et professionnelle avec une approche globale et interdisciplinaire, couvrant différents domaines des sciences et technologies agroalimentaires.
Préparer les étudiants à entamer leur vie active dans les différents domaines couvrant les technologies agroalimentaires.
Former des professionnels ayant des compétences pour innover et solutionner des problèmes liés aux différents domaines couvrant les sciences agroalimentaires. Les cadres ainsi formés seront dotés d’une double compétence technologique et organisationnelle et seront capables de prendre en charge des projets de recherche et de développement en entreprise et de conduire des activités de production.
Semestre 1
• Procédés industriels
• Techniques d’analyses des biomolécules 1
• Anglais scientifique
• Biochimie alimentaire
• Microbiologie Alimentaire
• Exploitation des Données expérimentales
Semestre 2
• Techniques d’analyses des biomolécules 2
• Production animale/Production végétale
• Marketing et économie de filière
• Réglementation et système de management de la santé et sécurité alimentaire
• Filière de production : Transformation des produits d’origine végétale
• Filière de production : Transformation des produits d’origine animale
Semestre 3
• Formulation, et chimie des aliments
• Emballage et sécurité alimentaire
• Soft Skill
• Analyse de cycle de vie et valorisation des bioressources et biodéchets
• Valeur nutritionnelle et sensorielle
• Gestion de projet
Semestre 4
• Stage d’initiation a la recherche
La formation du Master a pour but d’approfondir les compétences des étudiants dans les domaines suivants :
Conduite d’un projet R&D
Caractérisation physico-chimique, nutritionnelle, organoleptique et rhéologique des aliments
Méthodes d’analyse des données et d’interprétation des résultats
Formation générale à la communication et à la connaissance de l’environnement professionnel.
Coordinnateur pédagogique
: Pr.Amin LAGLAOUI
:  alaglaoui@uae.ac.ma"
MST : Sciences de l’Environnement – FST,"OBJECTIFS
PROGRAMME
COMPETENCES VISEES ET DEBOUCHES
COORDINATEUR
Cette formation permettra aux étudiants d’acquérir une spécialisation en environnement répondant aux exigences de la recherche fondamentale et appliquée, et apportant une ouverture sur les applications de la recherche dans les secteurs socio-économiques.
Semestre 1
• Procédés de séparation
• Chimie de l’environnement et rejets urbains
• Statistique et Simulation numérique
• Microbiologie de l’Environnement
• Changements climatiques
• Anglais/ Expression et communication environnementale
Semestre 2
• Fonctionnement et préservation des écosystèmes/Étude d’impact sur l’environnement
• Ressources hydriques et risque de contamination
• Risques environnementaux nature/ Gestion des déchets
• Bio-remédiation et lutte biologique en environnement
• Méthodes spectrométriques
• Droit et management environnement
Semestre 3
• Génie physico-chimique des traitements des eaux/ Dépollution atmosphérique
• Environnement marin
• Gestion des déchets, traitement et valorisation
• Gestion intégrée des zones côtières/Développement durable
• Microorganismes et Environnement
• Gestion de projet
Semestre 4
• Projet de fin d’étude
Cadres de compétence pluridisciplinaire capables :
D’identifier et d’évaluer les différentes pollutions et de mettre en œuvre des technologies de traitements appropriés ;
D’acquérir les grandes techniques d’instrumentation, d’analyse et de contrôle pour la protection de l’environnement ;
De se préparer aux carrières de recherche universitaire et industrielle ;
Coordinnateur Pédagogique
: Pr.A.El Arrim
:  a.elarrim@uae.ac.ma"
MST : Sciences du Littoral:Approche Pluridisciplinaire – FST,"OBJECTIFS
PROGRAMME
COMPETENCES VISEES ET DEBOUCHES
COORDINATEUR
Ce projet de Master représente le fruit d’un travail approfondi avec un financement de l’Union Européenne (Erasmus Plus - Capacity Building) impliquant 4 universités marocaines (Abdelmelk Essaâdi, IbnTofail, Mohammed V et Chouaib Doukkali). La finalité du projet est d’accompagner par la formation, la dynamique socioéconomique que connait le Maroc. En effet, avec ses 3500 kms de côte (façades Atlantique et méditerranée) le Royaume du Maroc se fixe un positionnement de Leader en Afrique et dans l’espace méditerranéen en matière de gestion intégrée du littoral et de ses infrastructures maritimes et portuaires de grande envergure. Cette gestion intégrée prend en considération l’ensemble des secteurs porteurs de richesse et de création d’emploi, à savoir, les secteurs de la pêche, le tourisme, l’aménagement du territoire, les changements climatiques, le transport, la logistique maritime etc. L’objectif final de ce projet est de former un potentiel humain compétent et rapidement opérationnel pour accompagner la dynamique nationale de développement relative aux différentes activités socioéconomiques du littoral marocain.
Les deux premiers semestres de ce master constituent un tronc commun visant la mise à niveau des étudiants ayant des profils différents. Le 3ème semestre est dédié aux différents parcours ou options. Chaque option est prise en charge par chaque université engagée dans ce projet. La pluridisciplinarité constitue un atout essentiel de la formation et permet aux étudiants d'acquérir une vision large et globale sur le fonctionnement biogéochimique des écosystèmes littoraux et marins.
Semestre 1
• Anglais scientifique
• SPOC Risques Côtiers : RISCOMAR (cours en ligne)
• Biologie des écosystèmes marins et côtiers
• Valorisation des ressources marines
• Géologie marine appliquée
• Géomorphologie et dynamique du littoral
Semestre 2
• Gestion de projets
• Instrumentation pour des applications côtières et littorales
• École de terrain : Approches thématiques
• Océanographie physique
• Introduction à la chimie des écosystèmes marins et côtiers
• Droit et économie de la mer et de l’environnement littoral
Semestre 3
• Aménagement du littoral et impacts socioéconomiques
• Changements climatiques et risques côtiers
• Érosion côtière et stabilité du littoral
• Agro-écologie appliquée à l’aquaculture
• Droit de la mer et géopolitique marine
• Télédétection SIG
Semestre 4
• Projet de Fin d’Etudes
Ce projet de Master ST est pluridisciplinaire. Il vise la formation d’un potentiel humain compétent et rapidement opérationnel dans toutes les activités liées au milieu marin et littoral (Pêche et aquaculture, tourisme balnéaire, activités portuaires, pollution marine et côtière, dynamique côtière, géophysique marine et côtière, géomorphologie et érosion littorale, ressources marines, impacts des changements climatiques, gestion spatiale, aménagement du territoire etc.
Coordinnateur pédagogique
: Pr.Maatouk Mustapha
:  mmaatouk@uae.ac.ma"
MST : Sécurité IT et Big Data – FST,"OBJECTIFS
PROGRAMME
COMPETENCES VISEES ET DEBOUCHES
COORDINATEUR
La transformation digitale a profondément modifie tous les aspects du fonctionnement des entreprises et des organisations d’aujourd'hui. Le volume de données que les entreprises créent, manipulent et stockent augmente. De plus la dématérialisation massive des systèmes d'Information vers le cloud, l'explosion de l'internet des objets (IoT) dans un monde tout connecté accessible en mobilité avec smartphone, tablettes, la fraude sur internet via différentes techniques d'ingénierie sociale, la perte de données sensibles suite à des malversations, l'accroissement du télétravail utilisant des réseaux de communication vulnérables ( Internet, mobiles, wifi...) par conséquent les environnements informatiques des entreprises sont plus complexes qu'ils ne l'étaient auparavant, cette complexité crée une surface d'attaque étendue qui est plus difficile à surveiller et à sécuriser. Ceci oblige les entreprises et organisations à repenser leur approche du cyber sécurité, dans un cadre réglementaire de plus en plus contraignant, pour être en mesure de continuer à protéger leurs systèmes d'information de la "" Cyber-menace"" en constante évolution.
Dans ce contexte, le Master Sciences et Technique: Sécurité IT et Big Data vise à former des étudiants capables de s'intégrer dans des projets d'envergure dans le domaine de la sécurité des données massives, en cryptographie, en sécurité des réseaux et des protocoles, ayant des grandes compétences et capacités avancés leurs permettant d'appréhender les modes de pensée des hackers, de mettre en place des audits cyber sécurité, d'imaginer les contremesures efficaces, de superviser les systèmes d'exploitation, les réseaux et les applications web, de mettre en place des approches de gouvernance de la sécurité, et enfin de gérer les risques.
Semestre 1
• Programmation Orientée Objet Avancée en Java / Python
• Réseaux avancés
• Data Mining (DM) et Systèmes d’Aide à la Décision (DAS
• Administration Systèmes et Réseaux
• Concepts fondamentaux de l’intelligence artificielle
• Anglais et technique d’expression
Semestre 2
• Intelligence Artificielle Distribuée (SMA) & Apprentissage Automatique (ML)
• Technologies IoT: Architectes, protocoles et applications
• Virtualisation, Cloud et Edge Computing
• Cryptographie Et Sécurité des Services
• Architecture et Technologies Big Data
• Gestion de l’innovation et management de projet informatique
Semestre 3
• Cybersecurity & Ethical hacking
• Calcul Haute Performance et Applications en Big Data
• Deep learning et Applications
• Administration des Bases de Données Distribuées et Clusters Big Data
• Audit des systèmes d’information et Management de la sécurité des systèmes d’information
• Développement Personnel Et Intelligence Émotionnelle
Semestre 4
• Projet de fin d’étude
À l’issue de cette formation, le lauréat du master Sécurité IT et Big Data pourrait exercer l’un des métiers suivants :
Ingénieur en Cyber Sécurité.
Spécialiste en Gouvernance de la Sécurité.
Spécialiste de sécurité applicative.
Ethical Hacker.
Expert en Cyber sécurité.
Architecte Réseaux et Systèmes sécurisé.
Big Data Architecte.
Big Data Analyst.
Administrateur sécurité réseaux.
Les lauréats de ce Master ayant les meilleurs résultats peuvent postuler pour les études en Doctorat, dans les domaines des Cyber sécurité et Big Data.
Coordinnateur pédagogique
: Pr.Abdelhamid ZOUHAIR
:  mstsit.bd@gmail.com"
MST : Systèmes Informatiqueset Mobiles – FST,"OBJECTIFS
PROGRAMME
COMPETENCES VISEES ET DEBOUCHES
COORDINATEUR
L’administration des systèmes informatiques et mobiles, comme le Cloud Computing et les objets Internet interconnectés, est devenue aujourd’hui d’une grande nécessité, car ces systèmes sont utilisés dans pratiquement tous les secteurs de l’industrie. En effet, l’évolution de la télécommunication, des téléphones mobiles, des capteurs à prix réduits, et des systèmes Cloud Computing, a créé ce besoin, notamment pour mieux gérer ces infrastructures, qui font, désormais, partie de la vie du citoyen de tous les jours, par exemple dans les réseaux sociaux, les domaines bancaires, les transports, le e-commerce, etc.
Ce Master a pour objectif de former des étudiants capables de répondre aux besoins de gestion et d’administration des systèmes informatiques et mobiles, tout en ayant les compétences nécessaires dans le développement d’applications spécifiques et de la sécurité, ceci afin d’accompagner les organisations dans leurs processus d’implémentation de systèmes informatiques modernes et évolués.
Semestre 1
• Programmation Orientée Objet
• Systèmes Embarqués Et Mobilité
• Théorie des Graphes et Recherche
• IP Mobile Et Protocoles
• Administration Des Bases De Données
• Anglais
Semestre 2
• Data Mining et Machine Learning
• Scripting Shell et programmation système
• Administration systèmes et  réseaux
• Administration systèmes et réseaux
• Cloud Computing et Virtualisation
• Soft Skills
Semestre 3
• Analysis, Mining And Indexing In Big Multimedia Systems
• Développement Mobile
• Cyber sécurité et investigation
• Objets Connectés et Intelligence
• Calcul parallèle et application distribuées
• Management de Projet et Gestion de l'Innovation
Semestre 4
• Projet de fin d’étude
Administration des infrastructures informatiques des établissements
Implémentation et gestion des systèmes Cloud Computing
Réalisation d’applications mobiles pour des besoins spécifiques
Sécurité des systèmes d’information
Gestion des systèmes mobiles et des objets connectés
Administration des bases de données
Administration de la sécurité réseaux
Développement des applications Mobiles
Développement des applications pour l’Internet des Objets
Coordinnateur pédagogique
: Pr.El Amrani Chaker
:  celamrani@uae.ac.ma"
LA BIBLIOTHÈQUE NUMÉRIQUE CAIRN SCIENCES ET TECHNIQUES  EST À VOTRE SERVICE – FST,"Il est porté à la connaissance des étudiants qu’ils peuvent désormais accéder et bénéficier des différentes ressources numériques de la bibliothèque numérique Cairn Sciences et Techniques.
Pour y accéder il faut se connecter via le réseau WIFI Campus connecté des locaux de la FST de Tanger.
Lien :
https://www.cairn-sciences.info/"
Clubs – FST,"GREENOLOGY
CADAC
CLUB GÉNIE CIVIL
CLUB LES SOPHISTES
Design & Photography
CLUB D'ASTRONOMIE
نادي القرآن الكريم
Club Echec & Mat
Club Enactus
Club Géoinformation
Club Biotechnologie
Future Leaders"
Greenology – FST,"Le Club de l’environnement de la FST de Tanger, Dénommé Greenology Club, est nouvellement créé et il a comme vocation de : – Transmettre aux étudiants, une conscience nationale éclairée, un patriotisme activé pour un environnement préservé. – Sensibiliser et rendre les étudiants de la FST de Tanger des combattants contre l’éparpillement de l’environnement. – Tous unis, bien convaincus que nos richesses environnementales très précieuses sont menacées, et qu’avec une conscience large du désastre écologique qui frappe à la porte de notre pays, on pourra gagner la bataille et sauver ce qu’il reste encore à sauver.
la page facebook:
https://www.facebook.com/greenology.club
Email de contact :
Responsable d’activités
4saaddine@gmail.com"
CADAC – FST, https://www.facebook.com/CADAC.FSTT Club d'art Dramatique et d'Animation Culturelle de la FSTT Un Club de théâtre Multidisciplinaire fondée en 2011 par un groupe des étudiants provenant d’horizons géographiques et disciplines Divers.
Club Génie civil – FST,"Le Club Génie civil est un club scientifique de la faculté des sciences et techniques Tanger crée en 2014 par l’étudiant KALOUCH Hammam Qui vise a développer la culture scientifiques chez les étudiants de la FSTT ainsi que présenter la filière LST et MST Génie Civil de la FSTT et d’organiser plusieurs activité scientifiques dans le domaine de Génie civil, qui incluent des visites de chantiers, des conférences, des Ateliers et Un évènement annuel la journée Génie civil FSTT .
le Parrain du club Est Mr Mustapha El Metoui Professeur en Génie civil, du département des physiques
Président  du club : KALOUCH Hammam, étudiant en 3eme année LST Génie civil
coordonnes de contact :
+2126 75177338
club.genie.civilfstt@gmail.com
https://www.facebook.com/CGCFSTT"
Club les sophistes – FST,https://www.facebook.com/SophistesFSTT
Club Design & Photography – FST,"Le « Club Design & Photography », est une filiale de “l’Association Marocaine de Design & Photography ”, c’est tout simplement un espace de pure beauté et de créativité où tout le monde a le droit de laisser son esprit naviguer dans l’océan infini de la création et de la pure inspiration.
Comme l’indique son nom, c’est un club de design, de conception grâce à des programmes et logiciel comme « Photoshop, Photo filtre,… ». Le design c’est aussi l’art de dessin d’objet, étant un design d’intérieur, un stylisme ou un simple dessin à la main.
D’un autre coté c’est un club de photographie, de prise de vue selon plusieurs angles, et qui diffère selon l’expérience et la créativité de chaque photographe. Et ce qu’on veut dire par le mot Photographie, non pas des prises ordinaires et simples, mais des prises ayant un certain charme respectant plusieurs lois de base pour donner une belle allure au résultat voulu.
Objectifs
Ce club est créé bien sûre pour accomplir quelque buts et parmi elles :
–  Donner naissance à la flamme de création et créativité chez les esprits scientifiques.
–  Approfondir le contact entre les étudiants de la faculté et développer leur compétences communicatives et aussi artistiques.
Et cela grâce à des formations régulières théoriques et pratiques sur les bases de la photographie et des prises de vues, aussi le cas pour le design et la conception de plusieurs chefs d’œuvre, ainsi la création des tables rondes et des débats autour de sujets portant sur l’art et la créativité.
Ce club portera aussi l’aide aux autres clubs et évènements culturelles, par la création des affiches, des badges, … et assurément médiatique sur ces derniers.
Les activités récentes
Concours National Design & Photography
Projection du film « Sans Titre » d’Ussama Azzi
Festival National du Design & Photography
Président du club : Zakaria Hardouzi
Coordonnes de contact :
Téléphone : (+212) 6 42 93 05 62
E-mail :
clubdp.fstt@gmail.com
Facebook :
https://www.facebook.com/ClubDP.FSTT
Facebook :
https://www.facebook.com/AMDP.Tanger"
Club d’astronomie – FST,https://www.facebook.com/astrotanger Le Club d'Astronomie de Tanger a pour objectif de réunir les amateurs de cette science en organisan
نادي القرآن الكريم – FST,"هوية النادي ورسالته:
يشكل نادي اقرأ للقرآن الكريم فضاء علميا معرفيا تربويا للعمل الطلابي من داخل كلية العلوم والتقنيات بجامعة عبد المالك السعدي بمدينة طنجة، أُفرز ميلاده في أكتوبر 2010 وهو نادي شبابي طلابي مغربي مستقل عن أي انتماء حزبي أو سياسي و كذا بعيد ومستقل عن مختلف فصائل الحركة الإسلامية، ولا يُروج لأفكار جهة معينة أو جماعة محددة، بل يدعوا إلى الإسلام الوسط، « وكذلك جعلناكم أمة وسطا » البقرة الآية 143
تقوم رؤية النادي على السعي إلى المساهمة في التجديد الشامل للعمل الطلابي الإسلامي بالجامعة، والحث على قيم طلب العلم والاجتهاد في تحصيله، وتمتين ارتباطه برسالة الدعوة إلى الله تعالى بالحكمة والموعظة الحسنة، وتأكيد مرجعية الإسلام، ودعم جهود ترشيد الصحوة الطلابية الإسلامية، وتأكيد قيم الحوار والاختلاف والوسطية والمواطنة، ونبذ العنف والغلو والتطرف، ودعم جهود التنمية والنهضة بالمغرب.
أنشطة النادي:
ينتظم الاشتغال في النادي عبر الاعتماد على مجموعة من الأنشطة و نسوق لكم بعضاً منها:
– تنظيم محاضرات و ندوات علمية وتربوية و كذا فكرية.
– تنظيم مسابقات ثقافية ثابتة و متنقلة
.
– تنظيم أمسيات قرآنية و مسابقات في حفظ و تجويد القرآن الكريم
.
– تنظيم زيارات خيرية لفائدة دور العجزة والمسنّين و كذا لفائدة دور الأيتام
رئيس النادي: بلال بنحدو
للتواصل:
www.facebook.com/club.coran.fstt"
Club Echec & Mat – FST,https://www.facebook.com/pages/Club-Echec-et-Mat-FSTT-Officiel/234932153232250
Club Enactus – FST,"L’équipe ENACTUS  de la  Faculté des Sciences et Techniques de Tanger, est crée en novembre 2011,et est constituée des doctorants, des élèves ingénieurs, des étudiants en master et des licenciés. Elle appartient à l’ONG mondiale  Enactus, une organisation à but non lucratif, implantée dans plus de 48 pays tel que le Maroc , ayant pour objectif de promouvoir le partenariat entre les entreprises, les universités , les grandes écoles et la société civile. La finalité du programme Enactus consiste à améliorer la qualité et le niveau de vie d’un grand nombre d’individus dans le monde entier à travers l’enseignement des principes de l’économie de marché, de l’entreprenariat, de la réussite financière et de l’éthique dans le domaine des affaires.
Notre engagement : «  Favoriser le progrès sociétal à travers l’action entrepreneuriale»
Objectifs :
– Implémenter des projets dans le cadre de l’entrepreneuriat social afin d’améliorer la – vie des individus en situation difficile,
– Former des leaders de demain,
– Participer au développement de la région Tanger-Tétouan et du Maroc.
Les activités récentes :
– 23 juillet 2014 : Elaboration d’un partenariat avec l’APDN en faveur de notre projet ‘la perle de la mer ‘ qui a pour but d’améliorer la situation socio-économique des marins pêcheurs de la région de Oued Laou-Kaa Srass,
– 8 juillet 2014 : Présence à la compétition nationale Enactus Morocco  à  gain de 2 prix :  Enactus Spirit – Outstanding team member,
– 28 juin 2014 : Participation à la compétition régionale Enactus Morocco,
– 17 mai 2014 : Co-Organisation du  séminaire intitulé ‘seven hours of entrepreneurship’ ,
– 12 février 2014 : Co-Organisation de la première édition du séminaire inter-équipes Enactus UAE.
Présidente  du club :   Oumaima DAKIR
Coordonnées de contact :
+212654453329
Enactus.fstt@gmail.com
Mlle.dakir@gmail.com
www.facebook.com/EnactusFSTT"
Club Biotechnologie – FST,"Le Club Biotechnologie est une organisation à but non lucratif, c’est une organisation estudiantine qui accueille des événements et offre des services qui permettent aux membres d’explorer le monde des affaires et de la biotechnologie.
Objectifs :
La mission du Club Biotechnologie est de combler le fossé entre l’industrie et le milieu universitaire en établissant des relations avec des entreprises opérant dans le domaine de la biotechnologie et de la santé.
Les activités récentes :
–          La Compagne de Collecte du Sang
–          Visite du Centre National pour la Recherche Scientifique et Technique
–          Visite de la plateforme scientifique de la faculté de médecine de Rabat
–          Visite àMAScIR(MoroccanFoundation for Advanced Science, Innovation and Reseach)
–          Conférence : Les futures biotechnologues et l’entreprenariat
Président du club : EL IDRISSI Yassine
Coordonnes de contact :
Tél : +212677375827
E-mail :
ClubBiotechnologie@Gmail.com
Facebook :
www.facebook.com/ClubBiotechnologie
YouTube :
http://Youtube.com/ClubBiotechnologie
Twitter :
http://Twitter.com/CBiotechnologie"
Future Leaders – FST,"Are you the future leader of your community ? The pathway to success can be a long hard struggle but all is revealed by FUTURE LEADERS CLUB. Join us and be the change youwishsee in the world!
Objectifs :
Organisation des activités professionnels et des formations qui permet de compléter les disciplines manquantes chez les étudiants de la fst et création de leadership.
Les activités récentes :
Formations sous thèmes suivantes : gestion du temps – rédaction et présentation des PFE- comment choisir une spécialité accompagnée avec le marché de travail.
Président  du club : Hicham Ghayelani 2éme année cycles d’ingénieur GOI
coordonnes de contact :
+212648885007
future.leaders.fstt@gmail.com
https://www.facebook.com/pages/Future-Leaders/506166059446708"
Faculté des Sciences et Techniques de Tanger -  Wikipédia,"La Faculté des sciences et techniques de Tanger (FSTT), a été créée en 1995. Faisant partie de l'Université Abdelmalek Essaadi à Tanger, elle regroupe actuellement une trentaine de programmes d'études en sciences et ingénierie.

Elle a pour mission de dispenser l'enseignement supérieur en formation initiale et en formation continue et de mener des travaux de recherche dans les champs disciplinaires relevant notamment des Sciences et Techniques et des Sciences de l'ingénieur.

Elle comporte les départements suivants :

Génie électrique ;
Génie Mécanique ;
Génie Informatique ;
Génie Chimique ;
Mathématiques ;
Physique ;
Sciences de la Vie ;
Sciences de la Terre ;
La FST Tanger prépare et délivre les diplômes suivants :

diplôme d’ingénieur d’État ;
doctorat en Sciences et Techniques ;
diplôme de Master en Sciences et Techniques (MST) ;
licence en sciences et Techniques (LST) ;
diplôme d’Études Universitaire en Sciences et Techniques (DEUST)."
